,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_l_delay_ms,p_r_delay,p_feedback,p_fb_tone_lo_hi,p_fb_mix,p_hat_l_delay_ms,p_hat_r_delay,p_hat_feedback,p_hat_fb_tone_lo_hi,p_hat_fb_mix,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
266,266,audio_266.wav,0.575997531414032,0.4477725923061371,0.5759797096252441,0.4465527832508087,-1.7821788787841797e-05,-0.0012198090553283,0.74041575,0.3045768,0.34961915,0.68837994,0.86731666,0.8623583,0.8673968,0.8891042,0.5794246,0.049073923,4,6.8601446,6.1959343,#9e097f,6.6695385,7.4272957,#b9127f,8.976981,8.770393,#892a7f,9.041616,11.279402,#b5027f,7.376636,8.892532,#8be17f
267,267,audio_267.wav,0.575997531414032,0.4477725923061371,0.575924277305603,0.4489621818065643,-7.325410842895508e-05,0.0011895895004272,0.6199551,0.7016918,0.16811085,0.2421897,0.1396057,0.8390409,0.7489446,0.85008574,0.48516136,0.02329203,2,5.4006405,9.09816,#737b7f,4.3833823,9.831748,#74757f,8.201497,11.965178,#6f9e7f,6.8210206,13.788081,#736e7f,8.211373,6.239493,#a57e7f
268,268,audio_268.wav,0.575997531414032,0.4477725923061371,0.5759603381156921,0.4488114416599273,-3.719329833984375e-05,0.0010388493537902,0.36672872,0.20216209,0.05722028,0.053030312,0.22215056,0.7194371,0.4192198,0.7107119,0.35881934,0.01690781,2,6.5760417,11.152573,#96cc7f,4.806038,11.84431,#81c77f,9.704384,13.438617,#a1d37f,7.4671164,15.931865,#87ca7f,5.612405,4.4299083,#553a7f
269,269,audio_269.wav,0.575997531414032,0.4477725923061371,0.5760244131088257,0.4481135308742523,2.688169479370117e-05,0.0003409385681152,0.18392658,0.93713754,0.9176086,0.7770067,0.1607719,0.70595914,0.399141,0.69631153,0.3548388,0.018593485,1,7.2219734,8.6626835,#a96a7f,6.036871,9.913207,#a6787f,9.642196,11.288151,#9f857f,8.507024,13.876179,#a5717f,6.3889356,6.7033467,#6d8f7f
270,270,audio_270.wav,0.575997531414032,0.4477725923061371,0.5760512351989746,0.448208749294281,5.370378494262695e-05,0.0004361569881439,0.09393388,0.47337246,0.09599948,0.76743835,0.91658455,0.6753618,0.36135465,0.66266245,0.34855026,0.023501214,1,9.349072,11.889159,#e7e97f,7.230423,13.021629,#caf77f,12.49892,13.167861,#fdca7f,10.017834,17.023388,#d2f97f,2.7958796,5.20906,#00577f
271,271,audio_271.wav,0.575997531414032,0.4477725923061371,0.5759974718093872,0.4485244452953338,-5.960464477539064e-08,0.0007518529891967,0.17712295,0.37126738,0.1759851,0.21776867,0.69785655,0.7416904,0.4554765,0.73360914,0.36826578,0.015746618,-1,9.13582,10.761038,#e1bc7f,7.2081866,12.046197,#c9cf7f,11.899359,12.407673,#e9ae7f,9.955579,15.930589,#d0ca7f,3.6428301,5.8754263,#19707f
272,272,audio_272.wav,0.575997531414032,0.4477725923061371,0.5760489702224731,0.4508787989616394,5.143880844116211e-05,0.0031062066555023,0.53815144,0.67889947,0.18270677,0.724111,0.48331714,0.87140626,0.8922632,0.9009827,0.60601264,0.05763339,-1,5.60807,7.5704503,#7a3f7f,4.9321218,8.302083,#85367f,8.020162,10.510025,#69697f,7.4538517,12.531836,#86387f,8.019915,7.067722,#9f9d7f
273,273,audio_273.wav,0.575997531414032,0.4477725923061371,0.5760411024093628,0.4508786201477051,4.357099533081055e-05,0.0031060278415679,0.77804875,0.41989642,0.47301054,0.5307393,0.39369428,0.870737,0.89230555,0.90030676,0.60614866,0.058807068,-1,4.228284,7.864723,#514a7f,3.5281265,8.21024,#5b327f,6.8983936,11.157648,#45817f,6.05303,12.52316,#5d377f,9.127787,6.515357,#c1887f
274,274,audio_274.wav,0.575997531414032,0.4477725923061371,0.5760185122489929,0.4485030770301819,2.09808349609375e-05,0.0007304847240447,0.83629465,0.024430573,0.4096647,0.571157,0.017199755,0.7028899,0.39428058,0.6928559,0.35333374,0.018725703,1,5.6646385,11.589465,#7bdd7f,3.770759,12.023788,#62ce7f,9.126332,14.03925,#8ee97f,6.501764,16.089243,#6ad07f,6.665818,4.0537844,#762c7f
275,275,audio_275.wav,0.575997531414032,0.4477725923061371,0.5759572386741638,0.4487336277961731,-4.029273986816406e-05,0.000961035490036,0.1617803,0.06970638,0.3695454,0.45507956,0.819699,0.8140836,0.6506358,0.81684464,0.4356644,0.01804444,2,9.143978,11.148454,#e1cc7f,7.254402,12.348313,#cadb7f,12.050813,12.55486,#eeb37f,10.044084,16.267351,#d3d87f,3.4492168,5.527476,#13637f
276,276,audio_276.wav,0.575997531414032,0.4477725923061371,0.5760188102722168,0.4476632177829742,2.1278858184814453e-05,-0.0001093745231628,0.4703765,0.24712735,0.28443438,0.982151,0.27378803,0.75873065,0.49082348,0.7528494,0.37810364,0.015256242,-1,7.128835,8.864495,#a6727f,5.998989,9.951537,#a57a7f,9.8159275,11.165401,#a4817f,8.577381,13.898652,#a8727f,6.1290317,6.694056,#658f7f
277,277,audio_277.wav,0.575997531414032,0.4477725923061371,0.5759813785552979,0.4489975273609161,-1.615285873413086e-05,0.001224935054779,0.51865315,0.32078916,0.7757741,0.017479658,0.6479778,0.789202,0.5609589,0.78321594,0.3998444,0.015294011,-1,6.6939483,9.666734,#99917f,5.317388,10.44239,#908e7f,9.520519,11.971854,#9b9e7f,7.9175706,14.521741,#948d7f,6.1949153,5.735447,#676b7f
278,278,audio_278.wav,0.575997531414032,0.4477725923061371,0.5760228633880615,0.450751930475235,2.5331974029541016e-05,0.0029793381690979,0.2778182,0.26133078,0.008259118,0.61578673,0.23700583,0.6775618,0.36388028,0.66534597,0.34876546,0.022981916,-1,7.878732,10.564252,#bcb57f,6.1908607,11.655079,#abbf7f,10.929769,12.543554,#c9b37f,8.877449,15.679233,#b0bf7f,4.6099358,5.451295,#37607f
279,279,audio_279.wav,0.575997531414032,0.4477725923061371,0.5766382217407227,0.4541683197021484,0.0006406903266906,0.0063957273960113,0.7458974,0.20390278,0.4953419,0.59300214,0.81157434,0.8753209,0.93844795,0.9204874,0.6844406,0.13122576,-1,8.158012,6.030039,#c4027f,7.789374,7.633847,#da1b7f,10.040502,8.106117,#ac127f,10.405393,11.524997,#de0c7f,6.3163586,9.655516,#6bfe7f
280,280,audio_280.wav,0.575997531414032,0.4477725923061371,0.5759591460227966,0.4505135416984558,-3.838539123535156e-05,0.0027409493923187,0.78877014,0.5856681,0.8002199,0.042251408,0.96741277,0.6709671,0.35659885,0.6581914,0.34765393,0.024212483,-1,2.5103981,7.855616,#1f4a7f,2.071206,7.7985816,#2f217f,5.365085,11.565487,#12907f,5.101525,11.670412,#40137f,10.627,5.413748,#ee5f7f
281,281,audio_281.wav,0.575997531414032,0.4477725923061371,0.5759949088096619,0.4492391645908355,-2.6226043701171875e-06,0.0014665722846984,0.8135952,0.07259244,0.46720475,0.6464712,0.47276795,0.8443978,0.7752543,0.85875535,0.50235176,0.026035385,-1,3.2637057,9.15152,#357d7f,2.4873638,9.249807,#3b5d7f,7.635186,8.414763,#5d1d7f,4.933261,13.169804,#3b537f,8.826213,4.230564,#b8337f
282,282,audio_282.wav,0.575997531414032,0.4477725923061371,0.5761825442314148,0.4501825869083404,0.0001850128173828,0.0024099946022033,0.33790052,0.7793103,0.82891196,0.47025692,0.3519416,0.87523186,0.91302174,0.90975046,0.63604295,0.07581184,-1,7.606763,7.4875712,#b43c7f,6.8280344,8.724736,#be477f,9.621714,9.697445,#9e4c7f,9.404011,12.597583,#c03b7f,6.339376,8.279695,#6cca7f
283,283,audio_283.wav,0.575997531414032,0.4477725923061371,0.5762547254562378,0.45795339345932,0.0002571940422058,0.0101808011531829,0.71748775,0.57981104,0.8137538,0.08885169,0.84650874,0.87620693,0.9338105,0.9188459,0.67383546,0.11386827,-1,4.1110134,7.941103,#4e4d7f,3.6070945,8.135604,#5d2f7f,6.8414664,11.182638,#43827f,6.134836,12.584757,#5f3a7f,9.186498,6.359425,#c3837f
284,284,audio_284.wav,0.575997531414032,0.4477725923061371,0.576016902923584,0.4486375749111175,1.9371509552001957e-05,0.0008649826049804,0.2066837,0.22884738,0.64818525,0.036431015,0.5622455,0.7110003,0.40576926,0.7012946,0.35632724,0.017939433,1,6.787266,10.912232,#9cc27f,5.155593,11.743633,#8cc37f,9.935016,13.219083,#a8cb7f,7.6029463,15.751308,#8bc27f,5.5323787,4.7770734,#53477f
285,285,audio_285.wav,0.575997531414032,0.4477725923061371,0.5760855078697205,0.450873851776123,8.797645568847656e-05,0.0031012594699859,0.9225875,0.5542747,0.77116686,0.22042286,0.66233104,0.8758773,0.9224065,0.91380477,0.651749,0.08835654,-1,1.82464,10.325065,#0bab7f,0.892942,9.7926,#0c737f,5.1776443,13.19715,#0ccb7f,3.2991638,14.051695,#0b797f,10.657654,3.6836107,#ef1e7f
286,286,audio_286.wav,0.575997531414032,0.4477725923061371,0.576258659362793,0.4548868834972381,0.0002611279487609,0.007114291191101,0.4795046,0.28131443,0.8535793,0.4316488,0.986029,0.875525,0.93665206,0.92009366,0.6801239,0.12355297,-1,9.111691,6.6191916,#e0197f,8.532945,8.415366,#f13b7f,11.029558,8.439423,#cc1e7f,11.1025305,12.282568,#f32d7f,5.3313603,9.541458,#4dfa7f
287,287,audio_287.wav,0.575997531414032,0.4477725923061371,0.576019823551178,0.4482585787773132,2.229213714599609e-05,0.0004859864711761,0.18791318,0.48075324,0.9185417,0.5817897,0.31661588,0.8698535,0.884354,0.89856815,0.595785,0.05229796,1,8.345235,8.52254,#ca647f,7.161327,9.895378,#c8777f,10.711991,10.307812,#c2627f,9.708626,13.568789,#c9647f,5.487754,7.549866,#52af7f
288,288,audio_288.wav,0.575997531414032,0.4477725923061371,0.5759298801422119,0.4493348598480224,-6.765127182006836e-05,0.0015622675418853,0.90538037,0.35971373,0.42747998,0.6817644,0.3745454,0.84011734,0.75576425,0.85255116,0.4901297,0.02437713,2,4.164571,8.036207,#4f517f,3.3858755,8.389215,#563a7f,6.742331,11.42426,#3f8a7f,5.925618,12.7737,#59427f,9.211841,6.2720566,#c37f7f
289,289,audio_289.wav,0.575997531414032,0.4477725923061371,0.575984537601471,0.4477105736732483,-1.2993812561035156e-05,-6.201863288879395e-05,0.106166124,0.57151926,0.8862866,0.8275866,0.6422867,0.76659733,0.5067607,0.7609011,0.38302234,0.01538882,4,9.54572,7.7010202,#ed447f,8.421997,9.640841,#ed6d7f,11.602319,9.494412,#df457f,10.980481,13.581698,#ef657f,4.50525,8.505856,#34d37f
290,290,audio_290.wav,0.575997531414032,0.4477725923061371,0.5759497880935669,0.4466805458068847,-4.774332046508789e-05,-0.0010920464992523,0.37911332,0.41390592,0.49723768,0.27776843,0.48194945,0.8622561,0.84936696,0.8844379,0.5587859,0.03921136,-1,7.780849,8.484447,#b9637f,6.7367153,10.190983,#bb837f,10.565679,10.914114,#bd787f,9.343585,13.993687,#be767f,5.505507,6.9957952,#529a7f
291,291,audio_291.wav,0.575997531414032,0.4477725923061371,0.5759512782096863,0.446681261062622,-4.6253204345703125e-05,-0.001091331243515,0.8680822,0.9823494,0.49974734,0.75617695,0.22206503,0.86187166,0.85313755,0.8856995,0.56217533,0.039986443,-1,2.7359602,10.122666,#25a37f,1.7092572,10.019385,#247c7f,5.950103,13.033068,#25c57f,4.1555204,14.141642,#247d7f,10.008969,3.91548,#dc277f
292,292,audio_292.wav,0.575997531414032,0.4477725923061371,0.576490044593811,0.4550360739231109,0.000492513179779,0.0072634816169738,0.7037342,0.6716958,0.96381146,0.8798102,0.9725071,0.87376,0.9385642,0.9194815,0.6863681,0.13553832,-1,3.18861,6.987825,#33287f,2.8915758,7.164299,#48087f,5.7186084,10.616234,#1e6d7f,5.6155977,11.288738,#50027f,10.3429365,6.734203,#e6917f
293,293,audio_293.wav,0.575997531414032,0.4477725923061371,0.5760239362716675,0.4486763179302215,2.6404857635498047e-05,0.0009037256240844,0.06296867,0.8011327,0.78598446,0.5856564,0.46788228,0.71400714,0.4106717,0.7046525,0.35723445,0.017716615,1,8.885281,9.991517,#d99e7f,7.2753553,11.22356,#cbae7f,11.465925,11.476209,#db8c7f,9.910212,15.198815,#cfaa7f,4.241436,6.731326,#2c907f
294,294,audio_294.wav,0.575997531414032,0.4477725923061371,0.5760014057159424,0.4480692148208618,3.874301910400391e-06,0.0002966225147247,0.8287163,0.16576743,0.25783592,0.85730344,0.05025041,0.672551,0.35812646,0.65917695,0.3482933,0.024123227,-1,5.722746,11.381272,#7dd57f,3.9160914,11.849228,#66c77f,9.058543,13.833842,#8ce27f,6.5218678,15.918943,#6bc97f,6.2955623,4.0250325,#6a2b7f
295,295,audio_295.wav,0.575997531414032,0.4477725923061371,0.5768803358078003,0.4479132890701294,0.0008828043937683,0.0001406967639923,0.65607685,0.6485006,0.9403842,0.42374587,0.8677944,0.8712077,0.9444727,0.9214896,0.7015991,0.1694574,1,4.3885274,6.9484816,#56267f,4.131581,7.287903,#6d0d7f,6.9075947,10.226113,#455f7f,6.478045,11.650909,#69127f,9.305485,7.3855257,#c6a97f
296,296,audio_296.wav,0.575997531414032,0.4477725923061371,0.5760666131973267,0.4508759975433349,6.908178329467773e-05,0.0031034052371978,0.34519035,0.31035668,0.892303,0.7264765,0.9033777,0.87534016,0.9215637,0.91304874,0.6504805,0.08903045,-1,9.24827,6.7513413,#e41f7f,8.585246,8.648292,#f2447f,11.2675085,8.594445,#d4247f,11.153258,12.558037,#f4397f,5.0884304,9.430037,#45f67f
297,297,audio_297.wav,0.575997531414032,0.4477725923061371,0.5759187340736389,0.4486276805400848,-7.87973403930664e-05,0.0008550882339477,0.95415545,0.26489735,0.57235986,0.9664548,0.6235455,0.8121124,0.640474,0.8124966,0.43286076,0.018255398,2,4.978958,6.7273088,#671e7f,4.7514668,7.5065475,#7f167f,7.435754,10.034118,#56587f,7.2720723,11.7784395,#81177f,8.762094,7.613841,#b6b27f
298,298,audio_298.wav,0.575997531414032,0.4477725923061371,0.5759233236312866,0.448651522397995,-7.420778274536133e-05,0.0008789300918579,0.13665223,0.26223725,0.089258075,0.17155349,0.9375259,0.68335336,0.37035063,0.671337,0.3492268,0.021742612,2,9.47327,11.662233,#ebe07f,7.3282766,12.849046,#cdf07f,12.49706,12.990251,#fdc37f,10.036339,16.855984,#d3f17f,2.9620807,5.330566,#055c7f
299,299,audio_299.wav,0.575997531414032,0.4477725923061371,0.5762590765953064,0.4563383460044861,0.0002615451812744,0.0085657536983489,0.75318396,0.40190518,0.8316953,0.5648296,0.9886307,0.876251,0.9314327,0.91765606,0.6693297,0.107551485,-1,4.1232743,6.8429275,#4e227f,3.8405952,7.099556,#64057f,6.5618663,10.183514,#3a5e7f,6.231251,11.2520895,#62017f,9.573033,7.271826,#cea57f
300,300,audio_300.wav,0.575997531414032,0.4477725923061371,0.5760238766670227,0.4505751729011535,2.6345252990722656e-05,0.0028025805950164,0.11013293,0.29043818,0.6661433,0.6778729,0.19557828,0.7156923,0.41243055,0.7064648,0.357533,0.017384011,-1,8.193592,11.0622015,#c5c87f,6.1307855,12.040238,#a9cf7f,11.066749,12.866268,#cebf7f,8.927635,16.031607,#b2ce7f,4.27583,4.941174,#2d4d7f
301,301,audio_301.wav,0.575997531414032,0.4477725923061371,0.5760146379470825,0.4470677077770233,1.710653305053711e-05,-0.0007048845291137,0.4271586,0.65085113,0.18342423,0.7314059,0.3233567,0.77716184,0.5267523,0.76975185,0.3891364,0.015119164,4,6.6112795,8.41637,#97607f,5.728348,9.387877,#9d627f,9.168133,10.9447565,#8f797f,8.151227,13.454239,#9b5f7f,6.895421,7.066398,#7d9d7f
302,302,audio_302.wav,0.575997531414032,0.4477725923061371,0.5760188698768616,0.4505356252193451,2.1338462829589844e-05,0.002763032913208,0.14549059,0.57353896,0.6172794,0.40415996,0.7023732,0.782124,0.53771424,0.7750581,0.3927393,0.015121558,-1,9.631993,8.058497,#ef527f,8.585082,9.956693,#f27a7f,11.816898,9.737676,#e64d7f,11.161099,13.769518,#f46d7f,4.309562,8.268158,#2eca7f
303,303,audio_303.wav,0.575997531414032,0.4477725923061371,0.5759883522987366,0.4461948871612549,-9.179115295410156e-06,-0.0015777051448822,0.53554875,0.48413652,0.43153566,0.4868241,0.07493138,0.86459726,0.8596687,0.88865346,0.5686811,0.04197651,4,5.989455,9.679747,#85927f,4.7990036,10.416167,#818d7f,9.006783,12.40207,#8aae7f,7.291471,14.758312,#81977f,6.9345536,5.5721173,#7e657f
304,304,audio_304.wav,0.575997531414032,0.4477725923061371,0.5759609937667847,0.4486604034900665,-3.653764724731445e-05,0.0008878111839294,0.33732647,0.4351586,0.26631433,0.36629158,0.92615026,0.6770844,0.36382565,0.66501975,0.34878218,0.023258211,2,8.738342,6.7461014,#d51e7f,8.171175,8.510457,#e63f7f,10.9833355,8.5112705,#cb217f,10.298314,13.837756,#db707f,5.6692505,9.551041,#57fa7f
305,305,audio_305.wav,0.575997531414032,0.4477725923061371,0.5760895013809204,0.4503564536571502,9.196996688842772e-05,0.0025838613510131,0.84463197,0.8965618,0.98318684,0.53566635,0.7911011,0.8734463,0.91335005,0.909137,0.6375633,0.077317394,-1,1.4954451,9.229478,#01807f,0.98972386,8.552255,#0f407f,4.90991,12.137586,#03a47f,3.337034,12.965807,#0c4a7f,11.04078,4.7063513,#fb457f
306,306,audio_306.wav,0.575997531414032,0.4477725923061371,0.5760261416435242,0.4484776556491852,2.86102294921875e-05,0.000705063343048,0.7770355,0.4579109,0.19002241,0.49291897,0.28482032,0.71130663,0.40638787,0.7016159,0.35643682,0.018016556,1,4.078281,8.349208,#4d5e7f,3.3024285,8.650555,#54447f,6.8613167,11.495509,#438d7f,5.8064413,12.817477,#55447f,9.072354,6.1634126,#bf7b7f
307,307,audio_307.wav,0.575997531414032,0.4477725923061371,0.5759555697441101,0.4466804563999176,-4.1961669921875e-05,-0.0010921359062194,0.9053031,0.18058884,0.31259996,0.05204147,0.56298465,0.8621031,0.8508878,0.8848509,0.5602421,0.039313793,-1,5.294444,9.602785,#708f7f,3.951736,9.93689,#67797f,8.131872,12.447352,#6daf7f,6.3764415,14.224903,#66807f,7.5773015,5.093778,#91537f
308,308,audio_308.wav,0.575997531414032,0.4477725923061371,0.5759356617927551,0.4495085477828979,-6.186962127685547e-05,0.0017359554767608,0.35456753,0.049219787,0.19911116,0.14371294,0.45581013,0.8421946,0.76488984,0.8559245,0.4944088,0.024676025,-1,6.5659227,9.988195,#969e7f,5.297575,10.8435545,#909e7f,9.705084,12.442848,#a1af7f,7.9215198,14.966879,#94a07f,5.9010653,5.519843,#5e637f
309,309,audio_309.wav,0.575997531414032,0.4477725923061371,0.5760259628295898,0.4483359158039093,2.8431415557861328e-05,0.0005633234977722,0.86847687,0.012695193,0.336536,0.9359639,0.6755125,0.6827428,0.3698497,0.67076784,0.34938115,0.021849025,1,2.9824622,8.948285,#2d757f,2.3286319,9.050261,#37557f,7.679141,8.109786,#5e127f,4.656375,12.805997,#33437f,8.703799,3.8063066,#b4237f
310,310,audio_310.wav,0.575997531414032,0.4477725923061371,0.576008141040802,0.4483559727668762,1.0609626770019531e-05,0.0005833804607391,0.2649814,0.5606159,0.03400874,0.2148633,0.07656646,0.76806545,0.5105725,0.761944,0.38372102,0.015020249,-1,6.3983135,10.880069,#91c17f,4.914445,11.657092,#84bf7f,9.799693,13.255671,#a4cd7f,7.4535375,15.687,#86bf7f,5.4797335,4.6263013,#51427f
311,311,audio_311.wav,0.575997531414032,0.4477725923061371,0.5761407613754272,0.4506546854972839,0.0001432299613952,0.0028820931911468,0.98150766,0.16858983,0.95458066,0.9795821,0.38057047,0.87492037,0.9108248,0.9093037,0.6322821,0.072290584,-1,6.4370236,7.758908,#92467f,5.6588717,8.702191,#9b467f,8.898168,10.355899,#86647f,8.328797,12.782924,#a0427f,6.8913426,7.4288325,#7cab7f
312,312,audio_312.wav,0.575997531414032,0.4477725923061371,0.5759716033935547,0.4481933414936065,-2.592802047729492e-05,0.0004207491874694,0.9940846,0.37787318,0.4373567,0.07986772,0.505495,0.68521976,0.37319705,0.6737946,0.34972805,0.021440402,-1,3.4433148,10.066873,#3aa17f,2.5006976,10.088917,#3c7f7f,6.60057,12.970929,#3bc27f,4.888136,14.194441,#3a7f7f,9.5347595,4.369073,#cd387f
313,313,audio_313.wav,0.575997531414032,0.4477725923061371,0.5769422650337219,0.446830004453659,0.0009447336196899,-0.000942587852478,0.44139653,0.32889587,0.93353266,0.54152656,0.5750882,0.8705192,0.9450232,0.92198557,0.7018134,0.17324808,-1,8.221371,6.5467896,#c6177f,7.6227183,8.088837,#d52d7f,10.158287,8.575338,#b0237f,10.236686,11.971734,#d9207f,6.176143,9.221855,#67ee7f
314,314,audio_314.wav,0.575997531414032,0.4477725923061371,0.5759670734405518,0.44793301820755,-3.045797348022461e-05,0.0001604259014129,0.5618897,0.91885185,0.7887515,0.13951671,0.06596184,0.79848456,0.58924276,0.79389656,0.41055816,0.01586228,-1,5.53379,10.768881,#77bd7f,4.0191436,11.234096,#69ae7f,8.837251,13.354862,#84d07f,6.548487,15.34606,#6bb17f,6.3633165,4.2361045,#6c337f
315,315,audio_315.wav,0.575997531414032,0.4477725923061371,0.5758762955665588,0.4452153742313385,-0.0001212358474731,-0.0025572180747985,0.9881156,0.81092197,0.2866571,0.9622144,0.7739297,0.86276245,0.86960113,0.89092124,0.58157235,0.047005486,-1,1.9263483,11.19241,#0ecd7f,0.6358699,10.527277,#04917f,5.169942,13.915274,#0ce57f,3.0531487,14.608018,#03917f,10.428912,2.9675243,#e8037f
316,316,audio_316.wav,0.575997531414032,0.4477725923061371,0.575957715511322,0.448096364736557,-3.981590270996094e-05,0.0003237724304199,0.28111744,0.40752447,0.016246915,0.30405205,0.36222202,0.67493546,0.36161652,0.662839,0.34874457,0.023723368,2,8.021354,9.620685,#c0907f,6.767429,10.86142,#bc9f7f,10.850098,11.62139,#c6927f,9.374819,14.819415,#bf9a7f,4.8565407,6.4700723,#3e877f
317,317,audio_317.wav,0.575997531414032,0.4477725923061371,0.5760402083396912,0.4449593424797058,4.267692565917969e-05,-0.0028132498264312,0.9332229,0.016694725,0.02118349,0.6310581,0.7361761,0.867087,0.8763091,0.89392376,0.5871601,0.049358103,-1,2.419737,8.689727,#1c6b7f,1.9659921,8.744027,#2c487f,7.671752,7.674093,#5e037f,4.2576027,12.3839245,#27317f,8.741016,3.1853805,#b50c7f
318,318,audio_318.wav,0.575997531414032,0.4477725923061371,0.5760014057159424,0.4480685293674469,3.874301910400391e-06,0.0002959370613098,0.021183848,0.45564783,0.06304222,0.10181713,0.77918476,0.6726891,0.358386,0.6595789,0.34838566,0.024157789,-1,6.444836,12.140047,#92f37f,4.31808,12.682927,#72e97f,10.036707,14.460864,#acf87f,6.9189277,16.824053,#76f07f,5.0788393,3.5927114,#451b7f
319,319,audio_319.wav,0.575997531414032,0.4477725923061371,0.5760185122489929,0.4485030770301819,2.09808349609375e-05,0.0007304847240447,0.0013744831,0.6729134,0.6642477,0.78141934,0.028049588,0.7042775,0.39599735,0.6940655,0.35357064,0.01858425,1,6.1286464,11.696395,#89e17f,4.0106707,12.167876,#69d47f,9.431549,14.232212,#98f07f,6.724705,16.388372,#71dd7f,5.4016747,3.903518,#4f277f
320,320,audio_320.wav,0.575997531414032,0.4477725923061371,0.5759653449058533,0.4488392472267151,-3.218650817871094e-05,0.001066654920578,0.9065043,0.95469475,0.63211113,0.20600605,0.25769138,0.80946803,0.63735217,0.81091416,0.43161932,0.01790622,-1,2.4085417,10.506703,#1cb27f,1.48567,10.203876,#1d847f,5.7686625,13.390939,#20d27f,4.004054,14.382204,#20877f,9.991532,3.6107485,#db1c7f
321,321,audio_321.wav,0.575997531414032,0.4477725923061371,0.5760086178779602,0.4482894539833069,1.1086463928222656e-05,0.0005168616771697,0.58830565,0.7846249,0.5648929,0.0003696084,0.57237166,0.86819285,0.8767456,0.8953158,0.58656675,0.04846878,-1,5.540018,9.57043,#788e7f,4.4983196,10.185929,#78837f,8.6723995,12.345518,#7fac7f,7.0867753,14.620545,#7b917f,7.014536,5.271237,#805a7f
322,322,audio_322.wav,0.575997531414032,0.4477725923061371,0.5759463310241699,0.4514227211475372,-5.120038986206055e-05,0.0036501288414001,0.05316931,0.8552826,0.84421915,0.089864194,0.19470274,0.6682466,0.3537744,0.6548304,0.348186,0.02520967,-1,6.54065,11.606764,#95de7f,4.6027017,12.31705,#7bda7f,9.886765,13.99219,#a7e77f,7.17613,16.35085,#7edc7f,5.2164674,4.041785,#492c7f
323,323,audio_323.wav,0.575997531414032,0.4477725923061371,0.5759989023208618,0.4524687528610229,1.3709068298339844e-06,0.0046961605548858,0.72508204,0.87589467,0.69285697,0.9448,0.0040798187,0.72382313,0.4264255,0.71579176,0.36077738,0.01667435,3,5.9021707,11.7044735,#82e27f,4.0385675,12.322999,#6ada7f,9.513433,14.184306,#9bee7f,6.914251,16.364538,#76dc7f,5.809346,3.800555,#5b237f
324,324,audio_324.wav,0.575997531414032,0.4477725923061371,0.5759887099266052,0.4493297934532165,-8.821487426757812e-06,0.0015572011470794,0.07865852,0.8912587,0.76098776,0.32527977,0.022796452,0.7230995,0.42536017,0.7152564,0.3599965,0.016608872,-1,6.3967843,11.438746,#91d77f,4.6852274,12.197351,#7dd57f,9.957851,13.831553,#a9e27f,7.3460593,16.244001,#83d77f,5.2911706,4.1924257,#4c317f
325,325,audio_325.wav,0.575997531414032,0.4477725923061371,0.5758783221244812,0.4467957615852356,-0.0001192092895507,-0.0009768307209014,0.7093419,0.21882844,0.3084699,0.2848304,0.11103952,0.85852957,0.834468,0.87887573,0.5457586,0.035177756,-1,5.4706135,9.495648,#768b7f,4.328252,10.19264,#73837f,8.462914,12.432248,#78af7f,6.781058,14.217205,#72807f,7.197699,5.4251456,#86607f
326,326,audio_326.wav,0.575997531414032,0.4477725923061371,0.576118528842926,0.4496498703956604,0.000120997428894,0.0018772780895233,0.6874079,0.30518484,0.22637552,0.6935757,0.3043828,0.8774593,0.92322224,0.9150892,0.65275633,0.08834273,-1,6.01689,7.916021,#864c7f,5.147273,8.743627,#8b487f,8.441728,10.854906,#77767f,7.5936275,12.871241,#8a467f,7.636637,6.8403788,#93957f
327,327,audio_327.wav,0.575997531414032,0.4477725923061371,0.5759563446044922,0.4489137232303619,-4.118680953979492e-05,0.0011411309242248,0.47799093,0.4123785,0.23695648,0.6252755,0.9978283,0.8318266,0.71906954,0.8417158,0.468586,0.02148704,2,8.26863,6.251054,#c70b7f,7.922659,8.017695,#de2a7f,10.302364,8.356397,#b41b7f,10.410025,11.649611,#de127f,6.1102586,9.540428,#65fa7f
328,328,audio_328.wav,0.575997531414032,0.4477725923061371,0.5759702920913696,0.4488076567649841,-2.723932266235352e-05,0.001035064458847,0.3008721,0.49458998,0.42263508,0.6881479,0.34551692,0.8219434,0.6700565,0.82422984,0.4445567,0.018740712,-1,8.015716,8.676144,#c06a7f,6.929146,9.69558,#c16f7f,10.303509,10.459831,#b4687f,9.563308,13.67972,#c5697f,5.561677,7.5070343,#54ae7f
329,329,audio_329.wav,0.575997531414032,0.4477725923061371,0.5760278105735779,0.4486491978168487,3.027915954589844e-05,0.0008766055107116,0.38239098,0.0022029877,0.782039,0.78979874,0.10211283,0.7404057,0.45370436,0.7317276,0.36767554,0.015699465,1,5.972095,9.167752,#847e7f,4.8291574,9.976929,#827b7f,8.543128,12.180652,#7ba67f,7.2853365,14.119924,#817c7f,6.976452,6.112758,#7f797f
